Status,Localidade,People,Usuário,Tipo de acesso,Operadora,Número (Designação),Valor Fidelizado,Centro de custo,Velocidade,Data Ativação,Data Desativação,vd,Obs. Acesso
ATIVO,LOJA,489,VD489 - DSP SHOPPING JACAREI,DADOS,VIVO,113113951051590,,2004890000,10 MB,,,,
ATIVO,Não informado,489,VD489 - DSP SHOPPING JACAREI,DADOS,VIVO,3951043598,,2004890000,,,,,
ATIVO,LOJA,489,VD489 - DSP SHOPPING JACAREI,INN,EMBRATEL,JCI_IP_00755,450,2004890000,4 MB,,,,DADOS
ATIVO,LOJA,488,VD488 - DSP CARAGUATATUBA II,MONITORA DADOS,VIVO,111500152130890,50,2004880000,0 MB,,,,
ATIVO,LOJA,488,VD488 - DSP CARAGUATATUBA II,VPN IP MPLS,VIVO,123193888110192,353.93,2004880000,10 MBPS,,,,
ATIVO,LOJA,488,VD488 - DSP CARAGUATATUBA II,INN,EMBRATEL,CGT_IP_00589,441.419999999999,2004880000,4 MB,,,,2004880000
ATIVO,LOJA,487,VD487 - DSP PACAEMBU,DADOS,VIVO,110000161038892,,2004870000,0 MB,,,,
ATIVO,Não informado,487,VD487 - DSP PACAEMBU,MONITORA DADOS,VIVO,110000194978793,20,2004870000,,,,,
ATIVO,LOJA,487,VD487 - DSP PACAEMBU,VPN IP MPLS,VIVO,110003673633996,380,2004870000,10 MBPS,,,,
ATIVO,LOJA,487,VD487 - DSP PACAEMBU,INN,EMBRATEL,SPO_IP_82781,276.679999999999,2004870000,4 MB,,,,DADOS
ATIVO,LOJA,486,VD486 - DSP SHOPPING ABC PLAZA,MONITORA DADOS,VIVO,116330160645394,,2004860000,0 MB,,,,
ATIVO,Não informado,486,VD486 - DSP SHOPPING ABC PLAZA,DADOS,VIVO,116330180402197,,2004860000,,,,,
ATIVO,Não informado,486,VD486 - DSP SHOPPING ABC PLAZA,MONITORA DADOS,VIVO,116330196045792,20,2004860000,,,,,
ATIVO,LOJA,486,VD486 - DSP SHOPPING ABC PLAZA,VPN IP MPLS,VIVO,116334990365497,380,2004860000,10 MBPS,,,,
ATIVO,LOJA,486,VD486 - DSP SHOPPING ABC PLAZA,INN,EMBRATEL,SNE_IP_03276,450,2004860000,4 MB,,,,DADOS
ATIVO,LOJA,484,VD484 - DSP SHOPPING IBIRAPUERA II,MONITORA DADOS,VIVO,110000160861497,,2004840000,0 MB,,,,
ATIVO,Não informado,484,VD484 - DSP SHOPPING IBIRAPUERA II,MONITORA DADOS,VIVO,110000196111996,20,2004840000,,,,,
ATIVO,LOJA,484,VD484 - DSP SHOPPING IBIRAPUERA II,VPN IP MPLS,VIVO,110005044215494,380,2004840000,10 MBPS,,,,
ATIVO,Não informado,484,VD484 - DSP SHOPPING IBIRAPUERA II,INN,EMBRATEL,SPO_IP_81074,453.77,2004840000,,,,,
ATIVO,LOJA,483,VD483 - DSP CANTAREIRA,DADOS,VIVO,110000160810596,,2004830000,0 MB,,,,
ATIVO,Não informado,483,VD483 - DSP CANTAREIRA,MONITORA DADOS,VIVO,110000195111697,20,2004830000,,,,,
ATIVO,LOJA,483,VD483 - DSP CANTAREIRA,VPN IP MPLS,VIVO,110002203044791,380,2004830000,10 MBPS,,,,
ATIVO,Não informado,483,VD483 - DSP CANTAREIRA,DADOS,VIVO,2203044791,,2004830000,,,,,
ATIVO,LOJA,483,VD483 - DSP CANTAREIRA,INN,EMBRATEL,SPO_IP_82833,299.539999999999,2004830000,4 MB,,,,2004830000
ATIVO,LOJA,482,VD482 - DSP BOM PARTO,DADOS,VIVO,110000160965796,,2004820000,0 MB,,,,
ATIVO,Não informado,482,VD482 - DSP BOM PARTO,MONITORA DADOS,VIVO,110000195212199,20,2004820000,,,,,
ATIVO,LOJA,482,VD482 - DSP BOM PARTO,VPN IP MPLS,VIVO,110002097365194,380,2004820000,10 MBPS,,,,
ATIVO,LOJA,482,VD482 - DSP BOM PARTO,INN,EMBRATEL,SPO_IP_87076,278.99,2004820000,4 MB,,,,2004820000
ATIVO,LOJA,481,VD481 - DSP SHOPPING OSASCO PLAZA,DADOS,VIVO,114250160621392,,2004810000,0 MB,,,,
ATIVO,Não informado,481,VD481 - DSP SHOPPING OSASCO PLAZA,MONITORA DADOS,VIVO,114250195107596,20,2004810000,,,,,
ATIVO,LOJA,481,VD481 - DSP SHOPPING OSASCO PLAZA,VPN IP MPLS,VIVO,114253681290793,380,2004810000,10 MBPS,,,,
ATIVO,LOJA,481,VD481 - DSP SHOPPING OSASCO PLAZA,INN,EMBRATEL,OCO_IP_04286,278.99,2004810000,4 MB,,,,2004810000
ATIVO,LOJA,480,VD480 - DSP SHOPPING CENTER NORTE II,DADOS,VIVO,110000160698692,,2004800000,0 MB,,,,
ATIVO,Não informado,480,VD480 - DSP SHOPPING CENTER NORTE II,MONITORA DADOS,VIVO,110000195319598,20,2004800000,,,,,
ATIVO,LOJA,480,VD480 - DSP SHOPPING CENTER NORTE II,VPN IP MPLS,VIVO,110002252144192,380,2004800000,10 MBPS,,,,
ATIVO,Não informado,480,VD480 - DSP SHOPPING CENTER NORTE II,DADOS,VIVO,2252144192,,2004800000,,,,,
ATIVO,LOJA,480,VD480 - DSP SHOPPING CENTER NORTE II,INN,EMBRATEL,SPO_IP_87532,278.99,2004800000,4 MB,,,,2004800000
ATIVO,LOJA,479,VD479 - DSP SHOPPING PRAIAMAR,MONITORA DADOS,VIVO,115920161656392,,2004790000,0 MB,,,,
ATIVO,Não informado,479,VD479 - DSP SHOPPING PRAIAMAR,DADOS,VIVO,115920181909690,,2004790000,,,,,
ATIVO,Não informado,479,VD479 - DSP SHOPPING PRAIAMAR,MONITORA DADOS,VIVO,115920195316999,20,2004790000,,,,,
ATIVO,LOJA,479,VD479 - DSP SHOPPING PRAIAMAR,DADOS,VIVO,115923231111195,,2004790000,1 MB,,,,
ATIVO,Não informado,479,VD479 - DSP SHOPPING PRAIAMAR,VPN IP MPLS,VIVO,115923231134292,380,2004790000,10 MBPS,,,,
ATIVO,Não informado,479,VD479 - DSP SHOPPING PRAIAMAR,DADOS,VIVO,3231134292,,2004790000,,,,,
ATIVO,LOJA,479,VD479 - DSP SHOPPING PRAIAMAR,INN,EMBRATEL,STS_IP_17556,277.64,2004790000,4 MB,,,,2004790000
ATIVO,LOJA,478,VD478 - DSP MORUMBI II,DADOS,VIVO,110000160814094,,2004780000,0 MB,,,,
ATIVO,LOJA,478,VD478 - DSP MORUMBI II,DADOS,VIVO,110000171815699,,2004780000,,,,,
ATIVO,Não informado,478,VD478 - DSP MORUMBI II,MONITORA DADOS,VIVO,110000196090199,20,2004780000,,,,,
ATIVO,LOJA,478,VD478 - DSP MORUMBI II,VPN IP MPLS,VIVO,110003759008496,380,2004780000,10 MBPS,,,,
ATIVO,LOJA,478,VD478 - DSP MORUMBI II,DADOS,VIVO,110003759038492,,2004780000,10 MB,,,,
ATIVO,Não informado,478,VD478 - DSP MORUMBI II,DADOS,VIVO,3759008496,,2004780000,,,,,
ATIVO,LOJA,478,VD478 - DSP MORUMBI II,INN,EMBRATEL,SPO_IP_55640,141.41,2004780000,4 MB,,,,2004780000
ATIVO,LOJA,477,VD477 - DSP PORTAL II,DADOS,VIVO,110000160985190,,2004770000,0 MB,,,,
ATIVO,Não informado,477,VD477 - DSP PORTAL II,MONITORA DADOS,VIVO,110000196269893,20,2004770000,,,,,
ATIVO,LOJA,477,VD477 - DSP PORTAL II,VPN IP MPLS,VIVO,110003743288893,380,2004770000,10 MBPS,,,,
ATIVO,Não informado,477,VD477 - DSP PORTAL II,DADOS,VIVO,3743288893,,2004770000,,,,,
ATIVO,LOJA,477,VD477 - DSP PORTAL II,INN,EMBRATEL,SPO_IP_82754,297.06,2004770000,4 MB,,,,DADOS
ATIVO,LOJA,475,VD475 - DSP VILABOIM,DADOS,VIVO,110000161041790,,2004750000,0 MB,,,,
ATIVO,Não informado,475,VD475 - DSP VILABOIM,MONITORA DADOS,VIVO,110000194978499,20,2004750000,,,,,
ATIVO,LOJA,475,VD475 - DSP VILABOIM,VPN IP MPLS,VIVO,110003825254992,380,2004750000,10 MBPS,,,,
ATIVO,Não informado,475,VD475 - DSP VILABOIM,DADOS,VIVO,3825254992,,2004750000,,,,,
ATIVO,LOJA,475,VD475 - DSP VILABOIM,INN,EMBRATEL,SPO_IP_83337,276.679999999999,2004750000,4 MB,,,,DADOS
ATIVO,LOJA,474,VD474 - DSP SOUSAS,DADOS,VIVO,111350160228794,,2004740000,0 MB,,,,
ATIVO,Não informado,474,VD474 - DSP SOUSAS,MONITORA DADOS,VIVO,111350196043690,20,2004740000,,,,,
ATIVO,LOJA,474,VD474 - DSP SOUSAS,VPN IP MPLS,VIVO,111353258008494,380,2004740000,10 MBPS,,,,
ATIVO,Não informado,474,VD474 - DSP SOUSAS,DADOS,VIVO,3258008494,,2004740000,,,,,
ATIVO,LOJA,474,VD474 - DSP SOUSAS,INN,EMBRATEL,CAS_IP_30811,129.36,2004740000,4 MB,,,,2004740000
ATIVO,LOJA,473,VD473 - DSP CITY LAPA,VPN IP MPLS,VIVO,110000142536391,380,2004730000,10 MBPS,,,,
ATIVO,LOJA,473,VD473 - DSP CITY LAPA,DADOS,VIVO,110000160848790,,2004730000,0 MB,,,,
ATIVO,Não informado,473,VD473 - DSP CITY LAPA,MONITORA DADOS,VIVO,110000196321797,20,2004730000,,,,,
ATIVO,LOJA,473,VD473 - DSP CITY LAPA,INN,EMBRATEL,SPO_IP_87749,277.64,2004730000,4 MB,,,,2004730000
ATIVO,LOJA,471,VD471 - DSP MONCOES,VPN IP MPLS,VIVO,110000148500690,,2009000401,0 MB,,,,
ATIVO,LOJA,471,VD471 - DSP MONCOES,DADOS,VIVO,110000149399590,,2009000401,,,,,
ATIVO,LOJA,471,VD471 - DSP MONCOES,DADOS,VIVO,110000151066791,,2009000401,,,,,
ATIVO,LOJA,471,VD471 - DSP MONCOES,DADOS,VIVO,110005505038390,,2009000401,10 MB,,,,
ATIVO,LOJA,471,VD471 - DSP MONCOES,DADOS,EMBRATEL,SPO_IP_87779,,2009000401,4 MB,,,,2004710000
ATIVO,LOJA,470,VD470 - DSP SHOPPING IBIRAPUERA I,DADOS,VIVO,110000142912892,44.17,2004700000,0 MB,,,,
ATIVO,Não informado,470,VD470 - DSP SHOPPING IBIRAPUERA I,DADOS,VIVO,110000184879693,,2004840000,,,,,
ATIVO,Não informado,470,VD470 - DSP SHOPPING IBIRAPUERA I,MONITORA DADOS,VIVO,110000201944192,12.34,2004700000,,,,,
ATIVO,Não informado,470,VD470 - DSP SHOPPING IBIRAPUERA I,VPN IP MPLS,VIVO,110005044133692,365.87,2004700000,10 MBPS,,,,
ATIVO,LOJA,470,VD470 - DSP SHOPPING IBIRAPUERA I,DADOS,VIVO,110005044215591,,2004700000,10 MB,,,,
ATIVO,LOJA,470,VD470 - DSP SHOPPING IBIRAPUERA I,INN,EMBRATEL,SPO_IP_76435,472.97,2004700000,,,,,
ATIVO,LOJA,469,VD469 - DSP SHOPPING TATUAPE I,MONITORA DADOS,VIVO,110000160986197,,2004690000,0 MB,,,,
ATIVO,Lojas,469,VD469 - DSP SHOPPING TATUAPE I,DADOS,VIVO,110000171644690,,2004690000,,,,,
ATIVO,Não informado,469,VD469 - DSP SHOPPING TATUAPE I,MONITORA DADOS,VIVO,110000196050498,20,2004690000,,,,,
ATIVO,LOJA,469,VD469 - DSP SHOPPING TATUAPE I,VPN IP MPLS,VIVO,110002295397297,380,2004690000,10 MBPS,,,,
ATIVO,LOJA,469,VD469 - DSP SHOPPING TATUAPE I,INN,EMBRATEL,SPO_IP_75717,472.64,2004690000,,,,,
ATIVO,LOJA,468,VD468 - DSP CAMBUI II,MONITORA DADOS,VIVO,111350160230390,,2004680000,0 MB,,,,
ATIVO,Vendas,468,VD468 - DSP CAMBUI II,DADOS,VIVO,111350171816097,,2004680000,,,,,
ATIVO,Não informado,468,VD468 - DSP CAMBUI II,MONITORA DADOS,VIVO,111350196313294,20,2004680000,,,,,
ATIVO,LOJA,468,VD468 - DSP CAMBUI II,DADOS,VIVO,111353252329191,,2004680000,10 MB,,,,
ATIVO,Não informado,468,VD468 - DSP CAMBUI II,VPN IP MPLS,VIVO,111353252347394,380,2004680000,10 MBPS,,,,
ATIVO,Não informado,468,VD468 - DSP CAMBUI II,DADOS,VIVO,3252347394,,2004680000,,,,,
ATIVO,POLO,468,VD468 - DSP CAMBUI II,INN,EMBRATEL,CAS_IP_30735,472.64,2004680000,4 MB,,,,2004680000
CANCELADO,LOJA,467,VD467 - DSP TAQUARAL II,MONITORA DADOS,VIVO,111350160228195,,2004670000,0 MB,,3/14/2024,,Cancelamento confirmado conforme e-mail enviado pela Luciana 25/06/2024
ATIVO,LOJA,467,VD467 - DSP TAQUARAL II,DADOS,VIVO,111350160228391,,2004670000,0 MB,,,,
ATIVO,Não informado,467,VD467 - DSP TAQUARAL II,MONITORA DADOS,VIVO,111350196042093,20,2004670000,,,,,
CANCELADO,LOJA,467,VD467 - DSP TAQUARAL II,DADOS,VIVO,111353252330092,,2004670000,10 MB,,1/30/2024,,Cancelamento confirmado conforme e-mail enviado pela Luciana 25/06/2024
ATIVO,LOJA,467,VD467 - DSP TAQUARAL II,VPN IP MPLS,VIVO,111353252332990,380,2004670000,10 MBPS,,,,
ATIVO,Não informado,467,VD467 - DSP TAQUARAL II,DADOS,VIVO,3252332990,,2004670000,,,,,
ATIVO,LOJA,467,VD467 - DSP TAQUARAL II,INN,EMBRATEL,CAS_IP_30716,120.9,2004670000,4 MB,,,,2004670000
CANCELADO,LOJA,466,VD466 - DSP AMOREIRAS,DADOS,VIVO,111350128153390,,2004660000,0 MB,,1/31/2024,,Cancelamento confirmado conforme e-mail enviado pela Luciana 25/06/2024
ATIVO,LOJA,466,VD466 - DSP AMOREIRAS,DADOS,VIVO,111350160259692,44.17,2004660000,0 MB,,,,
ATIVO,Não informado,466,VD466 - DSP AMOREIRAS,MONITORA DADOS,VIVO,111350201953398,12.34,2004660000,,,,,
ATIVO,LOJA,466,VD466 - DSP AMOREIRAS,VPN IP MPLS,VIVO,111353223006193,364.65,2004660000,10 MBPS,,,,
ATIVO,Não informado,466,VD466 - DSP AMOREIRAS,DADOS,VIVO,3223006193,,2004660000,,,,,
ATIVO,LOJA,466,VD466 - DSP AMOREIRAS,INN,EMBRATEL,CAS_IP_29993,280.55,2004660000,4 MB,,,,2004660000
ATIVO,LOJA,465,VD465 - DSP WANEL VILLE,DADOS,VIVO,116090142422194,,2004650000,10 MB,,,,
ATIVO,LOJA,465,VD465 - DSP WANEL VILLE,DADOS,VIVO,116090160699395,,2004650000,0 MB,,,,
ATIVO,Não informado,465,VD465 - DSP WANEL VILLE,VPN IP MPLS,VIVO,116090195301092,351.36,2004650000,10 MBPS,,,,
ATIVO,Não informado,465,VD465 - DSP WANEL VILLE,MONITORA DADOS,VIVO,116090195313692,20,2004650000,,,,,
ATIVO,LOJA,465,VD465 - DSP WANEL VILLE,INN,EMBRATEL,SOC_IP_06118,277.64,2004650000,4 MB,,,,2004650000
ATIVO,LOJA,461,VD461 - DSP SHOPPING PLAZA SUL,DADOS,VIVO,110000160982590,,2004610000,0 MB,,,,
ATIVO,Não informado,461,VD461 - DSP SHOPPING PLAZA SUL,MONITORA DADOS,VIVO,110000196051691,20,2004610000,,,,,
ATIVO,LOJA,461,VD461 - DSP SHOPPING PLAZA SUL,VPN IP MPLS,VIVO,110005058029191,380,2004610000,10 MBPS,,,,
ATIVO,LOJA,461,VD461 - DSP SHOPPING PLAZA SUL,INN,EMBRATEL,SPO_IP_82169,494.72,2004610000,4 MB,,,,DADOS
ATIVO,LOJA,459,VD459 - DSP ALTO DE PINHEIROS II,DADOS,VIVO,110000160711293,,2004590000,0 MB,,,,
ATIVO,Não informado,459,VD459 - DSP ALTO DE PINHEIROS II,MONITORA DADOS,VIVO,110000195197092,20,2004590000,,,,,
ATIVO,LOJA,459,VD459 - DSP ALTO DE PINHEIROS II,VPN IP MPLS,VIVO,110003031088891,380,2004590000,10 MBPS,,,,
ATIVO,LOJA,459,VD459 - DSP ALTO DE PINHEIROS II,INN,EMBRATEL,SPO_IP_87770,277.64,2004590000,4 MB,,,,2004590000
ATIVO,LOJA,458,VD458 - DSP ITAPUA II,DADOS,VIVO,710000160076997,,2004580000,10 MB,,,,
ATIVO,LOJA,458,VD458 - DSP ITAPUA II,DADOS,VIVO,710000160100690,,2004580000,0 MB,,,,
ATIVO,Não informado,458,VD458 - DSP ITAPUA II,VPN IP MPLS,VIVO,710000195291497,380,2004580000,10 MBPS,,,,
ATIVO,Não informado,458,VD458 - DSP ITAPUA II,MONITORA DADOS,VIVO,710000195312096,20,2004580000,,,,,
ATIVO,LOJA,458,VD458 - DSP ITAPUA II,INN,EMBRATEL,SDR_IP_29559,258.58,2004580000,4 MB,,,,DADOS
ATIVO,Vendas,457,VD457 - DSP CLN 212,DADOS,ALGAR,9825419,,2004570000,,,,,
ATIVO,Vendas,457,VD457 - DSP CLN 212,DADOS,ALGAR,9825420,,2004570000,,,,,
ATIVO,LOJA,457,VD457 - DSP CLN 212 (PAC),VPN IP MPLS,VIVO,610000142908399,352.87,2004570000,10 MBPS,,,,
ATIVO,LOJA,457,VD457 - DSP CLN 212 (PAC),DADOS,VIVO,610000142910190,44.44,2004570000,0 MB,,,,
ATIVO,Não informado,457,VD457 - DSP CLN 212,DADOS,ALGAR,9825419,,2004570000,,,,,
ATIVO,Não informado,457,VD457 - DSP CLN 212,DADOS,ALGAR,9825420,,2004570000,,,,,
ATIVO,LOJA,456,VD456 - DSP AGUAS CLARAS IV,DADOS,VIVO,610000160081191,,2004560000,10 MB,,,,
ATIVO,LOJA,456,VD456 - DSP AGUAS CLARAS IV,DADOS,VIVO,610000160103790,,2004560000,0 MB,,,,
